frequency_hz	dgtd_rcs	model_rcs	abs_error	rel_error	valid
5.686000000e+07	9.369680000e+00	9.268897786e+00	1.007822136e-01	1.075620658e-02	1
5.819000000e+07	8.806530000e+00	8.749996831e+00	5.653316884e-02	6.419460201e-03	1
5.952000000e+07	8.210760000e+00	8.193360270e+00	1.739972967e-02	2.119137531e-03	1
6.085000000e+07	7.597280000e+00	7.608490089e+00	1.121008923e-02	1.475539829e-03	1
6.218000000e+07	6.978490000e+00	7.004381927e+00	2.589192677e-02	3.710247742e-03	1
6.351000000e+07	6.364150000e+00	6.389563241e+00	2.541324148e-02	3.993187069e-03	1
6.484000000e+07	5.761650000e+00	5.772161505e+00	1.051150464e-02	1.824391387e-03	1
6.617000000e+07	5.176460000e+00	5.159981899e+00	1.647810121e-02	3.183276063e-03	1
6.750000000e+07	4.612590000e+00	4.560577813e+00	5.201218664e-02	1.127613481e-02	1
6.883000000e+07	4.073070000e+00	3.981301027e+00	9.176897318e-02	2.253066438e-02	1
7.016000000e+07	3.560340000e+00	3.429321756e+00	1.310182439e-01	3.679936296e-02	1
7.149000000e+07	3.076600000e+00	2.911611845e+00	1.649881548e-01	5.362678111e-02	1
7.282000000e+07	2.624070000e+00	2.434887453e+00	1.891825474e-01	7.209508413e-02	1
7.415000000e+07	2.205330000e+00	2.005510858e+00	1.998191423e-01	9.060736593e-02	1
7.548000000e+07	1.823600000e+00	1.629354548e+00	1.942454525e-01	1.065175765e-01	1
7.681000000e+07	1.483030000e+00	1.311634500e+00	1.713954996e-01	1.155711615e-01	1
7.814000000e+07	1.188850000e+00	1.056723347e+00	1.321266531e-01	1.111382034e-01	1
7.947000000e+07	9.472890000e-01	8.679574599e-01	7.933154014e-02	8.374586862e-02	1
8.080000000e+07	7.652090000e-01	7.474544933e-01	1.775450671e-02	2.320216661e-02	1
8.213000000e+07	6.494260000e-01	6.959589295e-01	4.653292947e-02	7.165239684e-02	1
8.346000000e+07	6.057540000e-01	7.127323679e-01	1.069783679e-01	1.766036507e-01	1
8.479000000e+07	6.379100000e-01	7.955024157e-01	1.575924157e-01	2.470449055e-01	1
8.612000000e+07	7.464840000e-01	9.404792671e-01	1.939952671e-01	2.598786674e-01	1
8.745000000e+07	9.281910000e-01	1.142442907e+00	2.142519067e-01	2.308273908e-01	1
8.878000000e+07	1.175580000e+00	1.394897162e+00	2.193171618e-01	1.865608141e-01	1
9.011000000e+07	1.477340000e+00	1.690280536e+00	2.129405355e-01	1.441377987e-01	1
9.144000000e+07	1.819160000e+00	2.020218790e+00	2.010587901e-01	1.105228733e-01	1
9.277000000e+07	2.185080000e+00	2.375801299e+00	1.907212990e-01	8.728343997e-02	1
9.410000000e+07	2.559080000e+00	2.747862534e+00	1.887825344e-01	7.376968847e-02	1
9.543000000e+07	2.926690000e+00	3.127251588e+00	2.005615885e-01	6.852847021e-02	1
9.676000000e+07	3.276270000e+00	3.505075873e+00	2.288058729e-01	6.983730673e-02	1
9.809000000e+07	3.599830000e+00	3.872909420e+00	2.730794201e-01	7.585897669e-02	1
9.942000000e+07	3.893300000e+00	4.222960797e+00	3.296607969e-01	8.467387485e-02	1
1.007500000e+08	4.156050000e+00	4.548199890e+00	3.921498897e-01	9.435639363e-02	1
1.020800000e+08	4.390130000e+00	4.842446268e+00	4.523162684e-01	1.030302675e-01	1
1.034100000e+08	4.599000000e+00	5.100424249e+00	5.014242493e-01	1.090289735e-01	1
1.047400000e+08	4.786260000e+00	5.317791089e+00	5.315310892e-01	1.110535343e-01	1
1.060700000e+08	4.954520000e+00	5.491145066e+00	5.366250660e-01	1.083102028e-01	1
1.074000000e+08	5.104490000e+00	5.618019724e+00	5.135297245e-01	1.006035323e-01	1
1.087300000e+08	5.234490000e+00	5.696869510e+00	4.623795104e-01	8.833324936e-02	1
1.100600000e+08	5.340450000e+00	5.727050618e+00	3.866006185e-01	7.239101920e-02	1
1.113900000e+08	5.416230000e+00	5.708799325e+00	2.925693246e-01	5.401715299e-02	1
1.127200000e+08	5.454370000e+00	5.643208541e+00	1.888385413e-01	3.462151289e-02	1
1.140500000e+08	5.447090000e+00	5.532201941e+00	8.511194081e-02	1.562521288e-02	1
1.153800000e+08	5.387430000e+00	5.378503843e+00	8.926156959e-03	1.656848805e-03	1
1.167100000e+08	5.270430000e+00	5.185602244e+00	8.482775631e-02	1.609503519e-02	1
1.180400000e+08	5.094160000e+00	4.957701914e+00	1.364580857e-01	2.678716132e-02	1
1.193700000e+08	4.860530000e+00	4.699664486e+00	1.608655145e-01	3.309629083e-02	1
1.207000000e+08	4.575690000e+00	4.416932840e+00	1.587571599e-01	3.469578575e-02	1
1.220300000e+08	4.249880000e+00	4.115437979e+00	1.344420205e-01	3.163430980e-02	1
1.233600000e+08	3.896810000e+00	3.801487730e+00	9.532226975e-02	2.446161597e-02	1
1.246900000e+08	3.532380000e+00	3.481638135e+00	5.074186524e-02	1.436478104e-02	1
1.260200000e+08	3.173090000e+00	3.162549979e+00	1.054002056e-02	3.321689761e-03	1
1.273500000e+08	2.834270000e+00	2.850834496e+00	1.656449574e-02	5.844360537e-03	1
1.286800000e+08	2.528300000e+00	2.552893635e+00	2.459363454e-02	9.727340324e-03	1
1.300100000e+08	2.263350000e+00	2.274761298e+00	1.141129826e-02	5.041773592e-03	1
1.313400000e+08	2.042720000e+00	2.021952381e+00	2.076761940e-02	1.016665005e-02	1
1.326700000e+08	1.864940000e+00	1.799326337e+00	6.561366309e-02	3.518272067e-02	1
1.340000000e+08	1.724740000e+00	1.610971289e+00	1.137687109e-01	6.596281809e-02	1
1.353300000e+08	1.614670000e+00	1.460113434e+00	1.545565655e-01	9.572021871e-02	1
1.366600000e+08	1.526960000e+00	1.349054919e+00	1.779050808e-01	1.165093262e-01	1
1.379900000e+08	1.455470000e+00	1.279141544e+00	1.763284563e-01	1.211488085e-01	1
1.393200000e+08	1.397130000e+00	1.250759880e+00	1.463701203e-01	1.047648539e-01	1
1.406500000e+08	1.352690000e+00	1.263361794e+00	8.932820607e-02	6.603745579e-02	1
1.419800000e+08	1.326590000e+00	1.315513115e+00	1.107688517e-02	8.349893462e-03	1
1.433100000e+08	1.325960000e+00	1.404962349e+00	7.900234907e-02	5.958124609e-02	1
1.446400000e+08	1.359000000e+00	1.528724962e+00	1.697249623e-01	1.248895969e-01	1
1.459700000e+08	1.433100000e+00	1.683178762e+00	2.500787622e-01	1.745019623e-01	1
1.473000000e+08	1.553020000e+00	1.864166282e+00	3.111462823e-01	2.003491792e-01	1
1.486300000e+08	1.719580000e+00	2.067100661e+00	3.475206606e-01	2.020962448e-01	1
1.499600000e+08	1.929020000e+00	2.287072239e+00	3.580522395e-01	1.856135444e-01	1
1.512900000e+08	2.173230000e+00	2.518953862e+00	3.457238620e-01	1.590829604e-01	1
1.526200000e+08	2.440680000e+00	2.757503540e+00	3.168235398e-01	1.298095366e-01	1
1.539500000e+08	2.717920000e+00	2.997463732e+00	2.795437322e-01	1.028520826e-01	1
1.552800000e+08	2.991200000e+00	3.233656879e+00	2.424568787e-01	8.105672595e-02	1
1.566100000e+08	3.248120000e+00	3.461077042e+00	2.129570422e-01	6.556316953e-02	1
1.579400000e+08	3.478820000e+00	3.674977554e+00	1.961575538e-01	5.638623264e-02	1
1.592700000e+08	3.676690000e+00	3.870954416e+00	1.942644157e-01	5.283676778e-02	1
1.606000000e+08	3.838590000e+00	4.045024964e+00	2.064349640e-01	5.377885214e-02	1
1.619300000e+08	3.964480000e+00	4.193700949e+00	2.292209491e-01	5.781866703e-02	1
1.632600000e+08	4.056760000e+00	4.314054820e+00	2.572948204e-01	6.342372248e-02	1
1.645900000e+08	4.119430000e+00	4.403777658e+00	2.843476585e-01	6.902597167e-02	1
1.659200000e+08	4.157180000e+00	4.461226932e+00	3.040469315e-01	7.313778367e-02	1
1.672500000e+08	4.174600000e+00	4.485462121e+00	3.108621211e-01	7.446512745e-02	1
1.685800000e+08	4.175550000e+00	4.476266295e+00	3.007162950e-01	7.201836764e-02	1
1.699100000e+08	4.162640000e+00	4.434151930e+00	2.715119295e-01	6.522589740e-02	1
1.712400000e+08	4.137040000e+00	4.360349697e+00	2.233096973e-01	5.397813347e-02	1
1.725700000e+08	4.098410000e+00	4.256779527e+00	1.583695274e-01	3.864169943e-02	1
1.739000000e+08	4.045020000e+00	4.126003964e+00	8.098396441e-02	2.002065859e-02	1
1.752300000e+08	3.974160000e+00	3.971164651e+00	2.995349447e-03	7.537063044e-04	1
1.765600000e+08	3.882640000e+00	3.795903557e+00	8.673644291e-02	2.233955322e-02	1
1.778900000e+08	3.767510000e+00	3.604271331e+00	1.632386691e-01	4.332799890e-02	1
1.792200000e+08	3.626790000e+00	3.400625727e+00	2.261642732e-01	6.235935170e-02	1
1.805500000e+08	3.460170000e+00	3.189523520e+00	2.706464801e-01	7.821768298e-02	1
1.818800000e+08	3.269510000e+00	2.975609495e+00	2.939005047e-01	8.989130013e-02	1
1.832100000e+08	3.059060000e+00	2.763506098e+00	2.955539019e-01	9.661592186e-02	1
1.845400000e+08	2.835330000e+00	2.557707093e+00	2.776229072e-01	9.791555382e-02	1
1.858700000e+08	2.606540000e+00	2.362478183e+00	2.440618173e-01	9.363440321e-02	1
1.872000000e+08	2.381800000e+00	2.181767009e+00	2.000329909e-01	8.398395787e-02	1
1.885300000e+08	2.170230000e+00	2.019124358e+00	1.511056421e-01	6.962655668e-02	1
1.898600000e+08	1.979950000e+00	1.877637791e+00	1.023122090e-01	5.167413774e-02	1
1.911900000e+08	1.817390000e+00	1.759878358e+00	5.751164203e-02	3.164518459e-02	1
1.925200000e+08	1.686850000e+00	1.667860549e+00	1.898945103e-02	1.125734418e-02	1
1.938500000e+08	1.590430000e+00	1.603015266e+00	1.258526552e-02	7.913121306e-03	1
1.951800000e+08	1.528280000e+00	1.566175310e+00	3.789530971e-02	2.479605158e-02	1
1.965100000e+08	1.499010000e+00	1.557572725e+00	5.856272493e-02	3.906760124e-02	1
1.978400000e+08	1.500150000e+00	1.576847248e+00	7.669724818e-02	5.112638615e-02	1
1.991700000e+08	1.528640000e+00	1.623065131e+00	9.442513137e-02	6.177067941e-02	1
2.005000000e+08	1.581030000e+00	1.694747630e+00	1.137176304e-01	7.192629516e-02	1
2.018300000e+08	1.653660000e+00	1.789908518e+00	1.362485180e-01	8.239209877e-02	1
2.031600000e+08	1.742640000e+00	1.906100022e+00	1.634600218e-01	9.380022367e-02	1
2.044900000e+08	1.844000000e+00	2.040466603e+00	1.964666031e-01	1.065437110e-01	1
2.058200000e+08	1.953750000e+00	2.189805957e+00	2.360559570e-01	1.208219870e-01	1
2.071500000e+08	2.068280000e+00	2.350636520e+00	2.823565199e-01	1.365175508e-01	1
2.084800000e+08	2.184740000e+00	2.519270624e+00	3.345306237e-01	1.531214807e-01	1
2.098100000e+08	2.301550000e+00	2.691892237e+00	3.903422369e-01	1.695997206e-01	1
2.111400000e+08	2.418650000e+00	2.864638002e+00	4.459880015e-01	1.843954278e-01	1
2.124700000e+08	2.537610000e+00	3.033680033e+00	4.960700331e-01	1.954871052e-01	1
2.138000000e+08	2.661130000e+00	3.195308726e+00	5.341787257e-01	2.007337957e-01	1
2.151300000e+08	2.792340000e+00	3.346013617e+00	5.536736174e-01	1.982830233e-01	1
2.164600000e+08	2.933610000e+00	3.482560257e+00	5.489502573e-01	1.871244839e-01	1
2.177900000e+08	3.085440000e+00	3.602060990e+00	5.166209902e-01	1.674383525e-01	1
2.191200000e+08	3.245480000e+00	3.702037649e+00	4.565576488e-01	1.406749229e-01	1
2.204500000e+08	3.408010000e+00	3.780474332e+00	3.724643324e-01	1.092908567e-01	1
2.217800000e+08	3.564240000e+00	3.835858737e+00	2.716187369e-01	7.620663504e-02	1
2.231100000e+08	3.703130000e+00	3.867210877e+00	1.640808772e-01	4.430870027e-02	1
2.244400000e+08	3.812990000e+00	3.874098482e+00	6.110848162e-02	1.602639441e-02	1
2.257700000e+08	3.883310000e+00	3.856638810e+00	2.667118951e-02	6.868158738e-03	1
2.271000000e+08	3.906580000e+00	3.815487127e+00	9.109287264e-02	2.331780551e-02	1
2.284300000e+08	3.879660000e+00	3.751812495e+00	1.278475047e-01	3.295327548e-02	1
2.297600000e+08	3.804450000e+00	3.667261961e+00	1.371880387e-01	3.605988741e-02	1
2.310900000e+08	3.687710000e+00	3.563914506e+00	1.237954942e-01	3.356974767e-02	1
2.324200000e+08	3.540010000e+00	3.444226357e+00	9.578364313e-02	2.705744988e-02	1
2.337500000e+08	3.374050000e+00	3.310969405e+00	6.308059473e-02	1.869580911e-02	1
2.350800000e+08	3.202720000e+00	3.167164501e+00	3.555549867e-02	1.110165692e-02	1
2.364100000e+08	3.037230000e+00	3.016011387e+00	2.121861301e-02	6.986172603e-03	1
2.377400000e+08	2.885720000e+00	2.860816931e+00	2.490306950e-02	8.629759469e-03	1
2.390700000e+08	2.752470000e+00	2.704923205e+00	4.754679536e-02	1.727422837e-02	1
2.404000000e+08	2.637940000e+00	2.551636801e+00	8.630319876e-02	3.271613409e-02	1
2.417300000e+08	2.539420000e+00	2.404160623e+00	1.352593766e-01	5.326388568e-02	1
2.430600000e+08	2.452150000e+00	2.265529253e+00	1.866207469e-01	7.610494747e-02	1
2.443900000e+08	2.370730000e+00	2.138548866e+00	2.321811343e-01	9.793655722e-02	1
2.457200000e+08	2.290370000e+00	2.025742561e+00	2.646274391e-01	1.155391658e-01	1
2.470500000e+08	2.207880000e+00	1.929301893e+00	2.785781068e-01	1.261744782e-01	1
2.483800000e+08	2.122300000e+00	1.851045322e+00	2.712546779e-01	1.278116562e-01	1
2.497100000e+08	2.035010000e+00	1.792384241e+00	2.426257587e-01	1.192258312e-01	1
2.510400000e+08	1.949470000e+00	1.754297186e+00	1.951728144e-01	1.001158337e-01	1
2.523700000e+08	1.870610000e+00	1.737312746e+00	1.332972541e-01	7.125870926e-02	1
2.537000000e+08	1.804080000e+00	1.741501622e+00	6.257837777e-02	3.468714124e-02	1
2.550300000e+08	1.755370000e+00	1.766478128e+00	1.110812783e-02	6.328083439e-03	1
2.563600000e+08	1.729030000e+00	1.811411293e+00	8.238129308e-02	4.764595934e-02	1
2.576900000e+08	1.728000000e+00	1.875045530e+00	1.470455299e-01	8.509579277e-02	1
2.590200000e+08	1.753180000e+00	1.955730590e+00	2.025505901e-01	1.155332539e-01	1
2.603500000e+08	1.803270000e+00	2.051460306e+00	2.481903056e-01	1.376334690e-01	1
2.616800000e+08	1.875020000e+00	2.159919340e+00	2.848993396e-01	1.519446937e-01	1
2.630100000e+08	1.963650000e+00	2.278536923e+00	3.148869229e-01	1.603579675e-01	1
2.643400000e+08	2.063750000e+00	2.404546313e+00	3.407963125e-01	1.651344942e-01	1
2.656700000e+08	2.170110000e+00	2.535048512e+00	3.649385117e-01	1.681659048e-01	1
2.670000000e+08	2.278720000e+00	2.667078636e+00	3.883586365e-01	1.704284144e-01	1
2.683300000e+08	2.387340000e+00	2.797673224e+00	4.103332237e-01	1.718788374e-01	1
2.696600000e+08	2.495810000e+00	2.923936751e+00	4.281267509e-01	1.715381984e-01	1
2.709900000e+08	2.605730000e+00	3.043105681e+00	4.373756809e-01	1.678514968e-01	1
2.723200000e+08	2.719610000e+00	3.152608453e+00	4.329984528e-01	1.592134360e-01	1
2.736500000e+08	2.839670000e+00	3.250120005e+00	4.104500047e-01	1.445414449e-01	1
2.749800000e+08	2.966440000e+00	3.333609622e+00	3.671696222e-01	1.237744981e-01	1
2.763100000e+08	3.097680000e+00	3.401381147e+00	3.037011466e-01	9.804148480e-02	1
2.776400000e+08	3.227690000e+00	3.452104832e+00	2.244148321e-01	6.952800057e-02	1
2.789700000e+08	3.347630000e+00	3.484840397e+00	1.372103966e-01	4.098732435e-02	1
2.803000000e+08	3.446510000e+00	3.499051057e+00	5.254105709e-02	1.524471337e-02	1
2.816300000e+08	3.513050000e+00	3.494608564e+00	1.844143576e-02	5.249408849e-03	1
2.829600000e+08	3.537930000e+00	3.471789448e+00	6.614055235e-02	1.869470350e-02	1
2.842900000e+08	3.515860000e+00	3.431262849e+00	8.459715058e-02	2.406158112e-02	1
2.856200000e+08	3.447230000e+00	3.374070460e+00	7.315953977e-02	2.122270338e-02	1
2.869500000e+08	3.338620000e+00	3.301599180e+00	3.702081976e-02	1.108865931e-02	1
2.882800000e+08	3.202160000e+00	3.215547213e+00	1.338721270e-02	4.180682009e-03	1
2.896100000e+08	3.053790000e+00	3.117884367e+00	6.409436680e-02	2.098846574e-02	1
2.909400000e+08	2.910580000e+00	3.010807402e+00	1.002274025e-01	3.443554291e-02	1
2.922700000e+08	2.787780000e+00	2.896691300e+00	1.089113000e-01	3.906739414e-02	1
2.936000000e+08	2.696200000e+00	2.778037384e+00	8.183738408e-02	3.035286110e-02	1
2.949300000e+08	2.640350000e+00	2.657419276e+00	1.706927634e-02	6.464777905e-03	1
2.962600000e+08	2.617880000e+00	2.537427696e+00	8.045230423e-02	3.073185334e-02	1
2.975900000e+08	2.620300000e+00	2.420615163e+00	1.996848366e-01	7.620686052e-02	1
2.989200000e+08	2.634860000e+00	2.309441701e+00	3.254182995e-01	1.235049678e-01	1
3.002500000e+08	2.647120000e+00	2.206222628e+00	4.408973723e-01	1.665573802e-01	1
3.015800000e+08	2.643730000e+00	2.113079568e+00	5.306504323e-01	2.007203581e-01	1
3.029100000e+08	2.614850000e+00	2.031895732e+00	5.829542676e-01	2.229398503e-01	1
3.042400000e+08	2.555640000e+00	1.964276513e+00	5.913634874e-01	2.313954576e-01	1
3.055700000e+08	2.466830000e+00	1.911516301e+00	5.553136990e-01	2.251122692e-01	1
3.069000000e+08	2.354120000e+00	1.874572354e+00	4.795476464e-01	2.037056932e-01	1
3.082300000e+08	2.226910000e+00	1.854046333e+00	3.728636670e-01	1.674354451e-01	1
3.095600000e+08	2.096480000e+00	1.850173993e+00	2.463060067e-01	1.174855027e-01	1
3.108900000e+08	1.974180000e+00	1.862823250e+00	1.113567499e-01	5.640658393e-02	1
3.122200000e+08	1.869910000e+00	1.891500658e+00	2.159065834e-02	1.154636231e-02	1
3.135500000e+08	1.791170000e+00	1.935366088e+00	1.441960884e-01	8.050385411e-02	1
3.148800000e+08	1.742620000e+00	1.993255169e+00	2.506351686e-01	1.438266338e-01	1
3.162100000e+08	1.726200000e+00	2.063708855e+00	3.375088552e-01	1.955212926e-01	1
3.175400000e+08	1.741580000e+00	2.145009308e+00	4.034293081e-01	2.316455794e-01	1
3.188700000e+08	1.786690000e+00	2.235221103e+00	4.485311031e-01	2.510402493e-01	1
3.202000000e+08	1.858310000e+00	2.332236698e+00	4.739266985e-01	2.550310220e-01	1
3.215300000e+08	1.952500000e+00	2.433825002e+00	4.813250015e-01	2.465172863e-01	1
3.228600000e+08	2.064810000e+00	2.537681846e+00	4.728718464e-01	2.290147018e-01	1
3.241900000e+08	2.190450000e+00	2.641481200e+00	4.510312002e-01	2.059080098e-01	1
3.255200000e+08	2.324360000e+00	2.742925947e+00	4.185659466e-01	1.800779340e-01	1
3.268500000e+08	2.461220000e+00	2.839797161e+00	3.785771609e-01	1.538168717e-01	1
3.281800000e+08	2.595510000e+00	2.930000870e+00	3.344908698e-01	1.288728881e-01	1
3.295100000e+08	2.721680000e+00	3.011611389e+00	2.899313886e-01	1.065266264e-01	1
3.308400000e+08	2.834190000e+00	3.082910432e+00	2.487204322e-01	8.775714831e-02	1
3.321700000e+08	2.927810000e+00	3.142421306e+00	2.146113062e-01	7.330096770e-02	1
3.335000000e+08	2.997870000e+00	3.188937599e+00	1.910675990e-01	6.373445113e-02	1
3.348300000e+08	3.040580000e+00	3.221545902e+00	1.809659018e-01	5.951690199e-02	1
3.361600000e+08	3.053580000e+00	3.239642201e+00	1.860622010e-01	6.093247960e-02	1
3.374900000e+08	3.036460000e+00	3.242941691e+00	2.064816911e-01	6.800079404e-02	1
3.388200000e+08	2.991280000e+00	3.231481872e+00	2.402018721e-01	8.030069805e-02	1
3.401500000e+08	2.923000000e+00	3.205618907e+00	2.826189067e-01	9.668795988e-02	1
3.414800000e+08	2.839410000e+00	3.166017328e+00	3.266073284e-01	1.150264768e-01	1
3.428100000e+08	2.750740000e+00	3.113633311e+00	3.628933114e-01	1.319257041e-01	1
3.441400000e+08	2.668470000e+00	3.049691839e+00	3.812218391e-01	1.428615795e-01	1
3.454700000e+08	2.603710000e+00	2.975658230e+00	3.719482295e-01	1.428531709e-01	1
3.468000000e+08	2.565210000e+00	2.893204601e+00	3.279946012e-01	1.278626706e-01	1
3.481300000e+08	2.557330000e+00	2.804171987e+00	2.468419865e-01	9.652332179e-02	1
3.494600000e+08	2.578630000e+00	2.710528904e+00	1.318989043e-01	5.115076778e-02	1
3.507900000e+08	2.621230000e+00	2.614327307e+00	6.902693015e-03	2.633379373e-03	1
3.521200000e+08	2.671550000e+00	2.517656890e+00	1.538931101e-01	5.760442818e-02	1
3.534500000e+08	2.712250000e+00	2.422598809e+00	2.896511914e-01	1.067936921e-01	1
3.547800000e+08	2.725200000e+00	2.331179873e+00	3.940201274e-01	1.445839305e-01	1
3.561100000e+08	2.695100000e+00	2.245328281e+00	4.497717185e-01	1.668849833e-01	1
3.574400000e+08	2.612790000e+00	2.166831931e+00	4.459580688e-01	1.706827065e-01	1
3.587700000e+08	2.477730000e+00	2.097300252e+00	3.804297483e-01	1.535396303e-01	1
3.601000000e+08	2.298860000e+00	2.038130438e+00	2.607295617e-01	1.134168943e-01	1
3.614300000e+08	2.093720000e+00	1.990478821e+00	1.032411793e-01	4.930992652e-02	1
3.627600000e+08	1.885740000e+00	1.955237966e+00	6.949796617e-02	3.685447950e-02	1
3.640900000e+08	1.700260000e+00	1.933019964e+00	2.327599642e-01	1.368966889e-01	1
3.654200000e+08	1.560110000e+00	1.924146169e+00	3.640361694e-01	2.333400654e-01	1
3.667500000e+08	1.481530000e+00	1.928643520e+00	4.471135205e-01	3.017917426e-01	1
3.680800000e+08	1.471410000e+00	1.946247391e+00	4.748373906e-01	3.227090958e-01	1
3.694100000e+08	1.526310000e+00	1.976410774e+00	4.501007737e-01	2.948947289e-01	1
3.707400000e+08	1.633510000e+00	2.018319477e+00	3.848094766e-01	2.355721585e-01	1
3.720700000e+08	1.773730000e+00	2.070912865e+00	2.971828654e-01	1.675468450e-01	1
3.734000000e+08	1.924990000e+00	2.132909611e+00	2.079196109e-01	1.080107486e-01	1
3.747300000e+08	2.066640000e+00	2.202837796e+00	1.361977962e-01	6.590300982e-02	1
3.760600000e+08	2.182870000e+00	2.279068679e+00	9.619867925e-02	4.406981600e-02	1
3.773900000e+08	2.264810000e+00	2.359853354e+00	9.504335423e-02	4.196526606e-02	1
3.787200000e+08	2.311140000e+00	2.443361521e+00	1.322215206e-01	5.721051972e-02	1
3.800500000e+08	2.327030000e+00	2.527721544e+00	2.006915442e-01	8.624364283e-02	1
3.813800000e+08	2.321920000e+00	2.611060988e+00	2.891409880e-01	1.245266796e-01	1
3.827100000e+08	2.306770000e+00	2.691546788e+00	3.847767884e-01	1.668032740e-01	1
3.840400000e+08	2.291430000e+00	2.767424269e+00	4.759942687e-01	2.077280426e-01	1
3.853700000e+08	2.282640000e+00	2.837054202e+00	5.544142024e-01	2.428828910e-01	1
3.867000000e+08	2.283170000e+00	2.898947177e+00	6.157771774e-01	2.697027280e-01	1
3.880300000e+08	2.292060000e+00	2.951794557e+00	6.597345572e-01	2.878347675e-01	1
3.893600000e+08	2.305730000e+00	2.994495398e+00	6.887653982e-01	2.987190166e-01	1
3.906900000e+08	2.319710000e+00	3.026178758e+00	7.064687580e-01	3.045504645e-01	1
3.920200000e+08	2.330310000e+00	3.046220916e+00	7.159109159e-01	3.072170294e-01	1
3.933500000e+08	2.336050000e+00	3.054257134e+00	7.182071340e-01	3.074451035e-01	1
